8,4,4,12,3,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,4,3,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,12,3,8,4,4,8,4,4,8,4,4,6,7,4,4,4,6,7,4,4,8,4,12,0,4,4,9,9,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,4,3,8,4,4,8,4,4,8,4,4,10,11,4,4,4,10,11,4,4,8,4,4,8,4,4,0,0,0,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,12,3,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,8,4,4,4,8,4,4,4,8,4,4,3
8,4,4,12,3,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,4,4,4,4,4,4,4,4,8,4,4,3
8,4,4,4,4,4,4,4,4,4,4,8,4,4,6,7,4,4,4,6,7,4,4,8,4,4,8,4,4,4,4,3,8,4,4,8,4,4,4,4,4,4,4,4,4,4,8,4,4,3
8,4,4,4,4,4,4,4,4,4,4,8,4,4,10,11,4,4,4,10,11,4,4,8,4,4,8,4,4,4,4,3,8,4,4,0,0,0,4,4,0,0,0,0,0,0,0,4,4,3
8,0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,4,4,4,4,4,4,4,10,13,4,10,9,9,4,4,3,8,4,4,4,4,4,4,4,6,7,4,4,4,4,4,4,4,3
8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,4,4,4,4,4,4,4,10,11,4,4,4,4,4,4,4,3
8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3
8,4,4,4,4,4,4,3,8,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,3
8,4,4,4,4,4,4,3,8,4,4,6,0,0,0,0,0,0,0,7,7,4,8,8,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,3
8,4,4,3,8,4,4,3,8,4,4,8,4,4,4,4,4,4,4,8,7,4,8,8,13,4,4,3,4,4,12,3,4,4,4,0,8,6,7,4,4,4,8,4,4,6,7,4,4,3
8,4,4,3,8,4,4,3,8,4,4,8,4,4,4,4,4,4,4,8,4,4,8,8,4,4,4,3,4,4,4,3,4,4,4,0,8,10,11,4,4,4,8,4,4,10,11,4,4,3
8,4,4,3,8,4,4,3,8,4,4,8,4,4,4,6,7,4,4,8,4,4,8,8,4,4,4,3,4,4,12,3,4,4,4,4,8,4,4,4,4,4,8,4,4,4,4,4,4,3
8,4,4,3,8,4,4,4,4,4,4,8,4,4,4,10,11,4,4,8,4,4,8,8,4,4,4,3,4,4,4,3,13,4,4,4,8,4,4,4,4,4,8,4,4,4,4,4,4,3
8,4,4,3,8,4,4,4,4,4,4,8,4,4,4,8,4,4,4,8,4,4,8,8,4,4,4,3,4,4,12,3,4,4,4,4,8,4,4,4,4,4,8,4,4,6,7,4,4,3
8,4,4,3,8,0,0,0,0,0,0,0,4,4,4,8,4,4,4,8,4,4,8,8,4,4,4,3,4,4,4,3,4,4,4,4,8,4,4,4,4,4,8,4,4,10,11,4,4,3
8,4,4,3,8,4,4,3,8,4,4,4,4,4,4,8,4,4,4,8,4,4,8,8,4,4,4,3,4,4,12,3,4,4,4,12,8,4,4,4,6,7,8,4,4,4,4,4,4,3
8,4,4,3,8,4,4,3,8,4,4,8,4,4,6,7,4,4,4,8,4,4,8,8,13,4,4,3,4,4,4,3,4,4,4,4,8,4,4,4,10,11,8,4,4,4,4,4,4,3
8,4,4,3,8,4,4,3,8,4,4,8,4,4,10,11,4,4,4,4,4,4,8,8,4,4,4,3,4,4,12,3,4,4,4,4,8,4,4,4,4,4,8,4,4,6,7,4,4,3
8,4,4,3,8,4,4,3,8,4,4,8,4,4,4,4,4,4,4,4,4,4,8,8,13,4,4,3,4,4,4,3,13,4,4,4,8,4,4,4,4,4,8,4,4,10,11,4,4,3
8,4,4,3,8,4,4,3,8,4,4,0,0,0,0,0,0,0,0,0,4,4,8,8,4,4,4,3,4,4,12,3,4,4,4,4,8,4,4,4,4,4,8,4,4,4,4,4,4,3
8,4,4,3,8,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,4,4,8,8,4,4,4,3,4,4,4,3,4,4,4,4,8,6,7,4,4,4,8,4,4,4,4,4,4,3
8,4,4,3,8,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,8,8,4,4,4,3,4,4,12,3,4,4,4,4,8,10,11,4,4,4,8,4,4,6,7,4,4,3
8,4,4,3,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,3,4,4,4,3,4,4,3,9,8,4,4,4,4,4,8,4,4,10,11,4,4,3
8,4,4,3,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,3,4,4,12,3,4,4,3,5,8,4,4,4,4,4,8,4,4,4,4,4,4,3
8,4,4,3,8,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,8,8,4,4,4,3,4,4,4,3,4,4,3,4,8,4,4,4,4,4,8,4,4,6,7,4,4,3
8,4,4,3,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,13,4,4,3,4,4,12,3,4,4,3,4,10,9,9,8,4,4,8,4,4,10,11,4,4,3
8,4,4,3,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,5,5,8,4,4,4,4,4,4,4,4,4,3
8,4,4,3,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,8,4,4,4,4,4,4,4,4,4,3
10,15,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
